134: [1330.54, 1346.21, 1121.73, 416.13, 345.25, 1101.76, 486.25, 1041.39, 1056.11, 1084.36, 1132.76, 669.60, 1619.35, 381.68, 736.01, 1732.99]
135: [367.08, 1509.59, 1168.62, 1318.56, 1556.46, 857.30, 960.11, 1786.59, 1680.21, 1377.38, 1447.93, 1651.34, 2020.72, 1203.87, 1903.50, 852.49]
136: [831.37, 521.66, 805.64, 478.19, 376.53, 118.48, 283.97, 337.39, 648.69, 364.84, 270.66, 617.86, 103.02, 359.47, 156.25, 853.54]
137: [782.26, 175.46, 351.43, 109.56, 311.17, 507.70, 213.89, 234.46, 333.56, 782.84, 275.36, 124.53, 271.85, 286.86, 234.07, 302.12]
138: [278.95, 218.22, 112.57, 120.11, 296.82, 162.96, 168.85, 238.99, 226.58, 82.59, 156.61, 295.71, 258.96, 56.30, 151.17, 62.10]
139: [315.40, 150.25, 94.33, 116.79, 45.05, 280.30, 65.30, 104.07, 200.80, 50.54, 57.10, 290.32, 180.19, 165.31, 124.33, 202.39]
140: [21.33, 120.47, 94.00, 37.33, 139.66, 98.31, 157.84, 182.29, 141.66, 254.20, 146.62, 238.52, 20.82, 28.29, 57.61, 92.99]
141: [599.01, 74.69, 149.47, 116.89, 110.27, 145.69, 50.60, 72.84, 276.66, 155.98, 31.03, 194.13, 185.64, 65.31, 74.19, 65.57]
142: [253.82, 57.48, 108.85, 166.69, 166.15, 162.67, 120.53, 100.84, 114.05, 61.72, 126.05, 67.40, 122.13, 38.11, 31.24, 120.93]
143: [270.23, 64.15, 98.57, 146.02, 187.58, 148.41, 24.80, 157.95, 125.66, 106.28, 75.82, 66.67, 92.94, 93.09, 75.28, 65.07]
144: [187.86, 38.09, 99.13, 32.48, 58.22, 29.84, 46.31, 109.83, 125.28, 51.05, 131.51, 83.91, 144.90, 25.71, 103.93, 7.93]
145: [104.84, 56.97, 50.80, 130.05, 58.69, 25.61, 88.69, 55.48, 38.09, 36.88, 91.44, 29.33, 231.29, 52.97, 80.22, 93.04]
146: [281.73, 101.99, 102.66, 114.19, 42.01, 42.35, 17.18, 112.91, 152.98, 64.62, 147.91, 61.28, 45.77, 55.01, 60.76, 81.36]
147: [472.65, 89.22, 39.15, 45.28, 115.54, 22.06, 33.27, 141.92, 122.34, 42.69, 30.75, 36.76, 61.68, 56.80, 38.60, 83.21]
148: [298.14, 76.14, 39.89, 18.56, 79.78, 62.90, 66.23, 154.83, 102.12, 104.33, 52.54, 121.26, 90.42, 56.39, 20.17, 132.79]
149: [174.83, 49.81, 134.30, 18.67, 36.28, 43.54, 67.13, 47.41, 74.35, 62.33, 49.22, 75.59, 159.60, 162.14, 34.14, 43.76]
150: [183.52, 72.63, 26.13, 24.99, 65.07, 45.85, 50.35, 73.90, 65.84, 60.32, 119.67, 65.35, 91.54, 226.24, 172.58, 159.36]
151: [98.06, 20.52, 95.63, 31.12, 67.63, 75.46, 70.42, 115.86, 58.81, 10.72, 62.05, 39.22, 64.45, 48.31, 41.57, 47.26]
152: [237.57, 20.19, 23.25, 87.08, 83.25, 35.29, 27.30, 61.43, 31.73, 30.04, 32.57, 71.16, 58.04, 37.46, 26.29, 27.53]
153: [138.46, 94.28, 55.49, 44.90, 61.78, 13.37, 56.95, 36.28, 27.78, 13.47, 62.02, 58.63, 10.96, 34.96, 39.50, 38.66]
154: [102.98, 66.83, 37.38, 6.20, 48.37, 70.36, 37.98, 16.50, 21.51, 79.02, 13.34, 67.81, 97.91, 67.08, 83.13, 51.78]
155: [100.65, 8.94, 68.69, 24.16, 43.94, 56.10, 95.73, 22.24, 129.12, 21.99, 37.40, 63.36, 39.96, 56.63, 63.40, 18.70]
156: [47.89, 49.49, 29.90, 40.29, 21.63, 80.57, 31.54, 35.86, 8.91, 30.00, 53.41, 50.80, 26.69, 86.58, 181.13, 45.98]
157: [98.78, 68.68, 65.29, 30.12, 115.17, 76.96, 45.18, 79.89, 16.13, 74.73, 78.72, 58.50, 27.17, 62.41, 26.08, 38.10]
158: [231.87, 76.46, 34.28, 91.78, 5.81, 95.35, 125.22, 51.65, 150.47, 60.28, 60.70, 78.51, 28.01, 118.65, 36.85, 57.56]
159: [155.53, 189.67, 191.57, 34.44, 60.87, 105.38, 106.54, 42.76, 65.68, 138.38, 47.02, 109.26, 31.72, 55.66, 193.13, 191.40]
160: [162.08, 164.51, 199.16, 86.41, 104.01, 81.74, 49.15, 36.75, 151.02, 22.31, 168.67, 97.10, 38.54, 112.34, 137.46, 208.24]
161: [233.80, 73.69, 103.62, 46.86, 99.44, 22.12, 46.14, 31.05, 78.65, 29.11, 101.17, 141.67, 83.63, 141.14, 72.59, 120.38]
162: [126.96, 44.97, 23.74, 41.86, 82.77, 37.62, 130.63, 49.06, 106.48, 45.29, 82.57, 73.06, 56.38, 104.07, 71.50, 40.85]
163: [21.45, 34.92, 57.85, 22.05, 22.20, 81.34, 59.64, 56.86, 72.93, 57.14, 5.38, 37.35, 86.76, 69.57, 124.71, 99.04]
164: [155.18, 87.63, 62.33, 20.42, 66.50, 103.77, 83.69, 47.13, 62.53, 35.88, 41.77, 29.49, 39.70, 82.21, 82.34, 18.37]
165: [111.59, 107.07, 71.43, 30.40, 68.31, 24.99, 44.71, 6.70, 56.46, 38.55, 31.41, 184.06, 17.71, 80.23, 29.43, 55.00]
166: [45.04, 122.78, 33.63, 63.30, 19.36, 102.03, 22.12, 33.66, 40.03, 60.03, 67.40, 62.72, 36.10, 39.77, 32.26, 13.19]
167: [178.40, 75.63, 43.75, 61.81, 27.74, 45.78, 35.24, 2.34, 40.55, 55.26, 75.35, 29.52, 37.63, 32.83, 22.35, 4.53]
